ID,Question,Date,Class
1921,Teaching Mathematics to a Machine Learning Class,17/06/2021,maths
1922,Creating an Engaging Class Atmosphere,18/06/2021,maths
1923,Making the leap from Pre-Calculus to Calculus,18/06/2021,maths
1924,What is the English word for the French  repere ?,19/06/2021,maths
1925,How to get student with ADHD to practice exercises consistently,21/06/2021,maths
1926,Peter Liljedahl  Thinking Classroom  pedagogy: what is evidence for its effectiveness?,22/06/2021,maths
1927,Applications of the annihilator from linear algebra,28/06/2021,maths
1928,Does the way we often introduce the concept of a function make sense?,01/07/2021,maths
1929,Why so many single-variable calculus textbooks? But still no equivalents to Visual Group Theory or Complex Analysis for other subjects?,03/07/2021,maths
1930,Is there a place where I can buy well made calculus 2 and calculus 3 lesson plans and power points?,07/07/2021,maths
1931,"Reference request: an introduction to triangular, square, and other figurate numbers",11/07/2021,maths
1932,Can anyone help give pointers of Mathematics Story Telling Animated Videos for Age Group 10 - 15?,12/07/2021,maths
1933,Resources for mathematics for sustainability,14/07/2021,maths
1934,"Should we assess ability to use specific problem solving methods, or general ability to solve problems?",14/07/2021,maths
1935,Standards based grading design principles,15/07/2021,maths
1936,Which grade students should be able to solve applied economy / business / profit prediction exercises?,18/07/2021,maths
1937,Research on Waldorf/Steiner mathematics education,19/07/2021,maths
1938,Math Modeling search results data set,20/07/2021,maths
1939,Computing eigenvalues by hand without determinants,25/07/2021,maths
1940,Implementing Standards for Mathematical Practice in CCSS(M) (Proficiency Education),28/07/2021,maths
1941,How to explain loss of significance in numerical analysis?,04/08/2021,maths
1942,What is the expected fluency with fractions at UK key stage 3?,07/08/2021,maths
1943,Teaching LU Factorization in a sophomore-level Linear Algebra course,08/08/2021,maths
1944,Help me to prepare for my first job interview presentation,17/08/2021,maths
1945,A smart student that struggles in exams,19/08/2021,maths
1946,"Motivating example for sequences, sums and limits in high school",21/08/2021,maths
1947,"What studies exist, comparing the efficacy of exercise sheets with or without worked solutions?",23/08/2021,maths
1948,How to create an equation of a given form with integer coefficients and variables,24/08/2021,maths
1949,Looking for good examples/explanations of maximum likelihood estimators for discrete random variables,27/08/2021,maths
1950,Composite fraction?,28/08/2021,maths
1951,Is there an equivalent for  tiervenner  in English or other languages?,28/08/2021,maths
1952,Creating best hand on activities on how to teach equal sharing with fractions in grade 3,30/08/2021,maths
1953,Should I gave a make up lecture if some students found what I taught is a bit unclear?,02/09/2021,maths
1954,At what grade/age levels do students in Florida/USA stop using mixed fractions?,03/09/2021,maths
1955,Poll software used for live quiz,03/09/2021,maths
1956,Dealing with disagreeable students and not compromising,05/09/2021,maths
1957,Effect of grades versus pass/fail on teacher education students,06/09/2021,maths
1958,The value of making students copy your derivations exactly,06/09/2021,maths
1959,How to keep students' attention while teaching a proof?,06/09/2021,maths
1960,Getting students to actually read definitions,08/09/2021,maths
1961,Is there a name for this method of column addition and subtraction?,08/09/2021,maths
1962,How to encourage students to discuss with themselves in a remote teaching environment pandemic?,09/09/2021,maths
1963,Should I ask for a proof-of-work for online exam?,10/09/2021,maths
1964,Where can I find hard exercises for logic?,10/09/2021,maths
1965,How many zeros do we need to add to get a nonzero value?,11/09/2021,maths
1966,Preparing elementary teachers for the praxis exam,11/09/2021,maths
1967,What do kids(6-15) need to know in Math to be able to understand Math easily and effectively?,12/09/2021,maths
1968,Exponential & logarithm in a high school calculus class,22/09/2021,maths
1969,How to recognize possible dyscalculia in a student?,25/09/2021,maths
1970,"implicit differentiation, formula of a tangent line",26/09/2021,maths
1971,Probability  analytical results instead of simulations,27/09/2021,maths
1972,Singapore Math textbooks for secondary/ high school ?,01/10/2021,maths
1973,What is the rationale for distinguishing between proper and improper fractions?,02/10/2021,maths
1974,Is there a difference between 'subtract' and 'subtract by'?,04/10/2021,maths
1975,Is the AC Method of Factoring polynomials more popular and used by teachers than others methods of factoring polynomials?,04/10/2021,maths
1976,I want a  true  proof by contradiction of an implication,08/10/2021,maths
1977,Where can I buy a compass that can hold an  Expo  dry erase whiteboard marker?,09/10/2021,maths
1978,How to train facility with numbers?,13/10/2021,maths
1979,How can I encourage students to show up for exercise classes?,14/10/2021,maths
1980,Where can I find public repositories of past math exams?,15/10/2021,maths
1981,What is the most fundamental continuous function in calculus after a constant (totally straight) line?,19/10/2021,maths
1982,How to explain the difference between a constant function and a linear function?,19/10/2021,maths
1983,Is it possible to understand decimals without understanding fractions?,20/10/2021,maths
1984,Write calculus multiple choice questions with only numerical answer choices?,20/10/2021,maths
1985,is it beneficial to encourage high school students to conduct their own 'research' in mathematics?,21/10/2021,maths
1986,Which context of the two contexts of the linear function concept should be taught first?,23/10/2021,maths
1987,Why the fear of polynomial long division?,27/10/2021,maths
1988,Are these fraction problems different enough to warrant individual consideration?,02/11/2021,maths
1989,Is there an agreed upon difference between how we represent,04/11/2021,maths
1990,Combative students in proofs classes,08/11/2021,maths
1991,Effective Strategies for Helping Students Recognize Nonsensical Expressions? (HS - Undergrad Level),09/11/2021,maths
1992,Quiz in locked mode without managed Chromebooks?,09/11/2021,maths
1993,How to Effectively Implement a  Notice and Wonder  Activity?,10/11/2021,maths
1994,Student asked me if it is necessary to simplify fractions at the end of answering a question. I'm not sure how to respond,12/11/2021,maths
1995,Rational Powers of Negative Numbers on Basic Calculators,12/11/2021,maths
1996,Simple combinatorics problems using division real world examples,14/11/2021,maths
1997,Teaching Solving Linear Equations before teaching evaluating expressions,17/11/2021,maths
1998,Average Cost to Velocity Analogy,18/11/2021,maths
1999,Line segments on a geoboard,19/11/2021,maths
2000,How to balance between teaching to the standardized test vs understanding?,19/11/2021,maths
2001,How should I teach logarithms to high school students?,21/11/2021,maths
2002,"Where can I find the solutions manual to Beginning Statistics with Data Analysis by Mosteller, Fienberg and Rourke?",22/11/2021,maths
2003,"Why is there a disconnect in the usage of  domain  between high school and higher mathematics, and where does it come from?",24/11/2021,maths
2004,Questions about proofs,26/11/2021,maths
2005,Are constant difference and common difference synonymous?,26/11/2021,maths
2006,Advice on how to tutor a twelve year old that starts to cry?,01/12/2021,maths
2007,More advanced (free) alternatives to Geogebra and Math3D?,03/12/2021,maths
2008,Is there such thing as a 1 kg  decimeter cube? ,03/12/2021,maths
2009,ELL textbooks for core university math?,04/12/2021,maths
2010,How do I explain the distributivity of multiplication to a student without using the analogy of areas?,06/12/2021,maths
2011,Pro's and cons of number line model vs color counter model,06/12/2021,maths
2012,What's the best ratio for algebra tiles?,09/12/2021,maths
2013,How to encourage young student to think in unusual ways?,11/12/2021,maths
2014,Explaining the intuition for why finding roots of polynomials is hard,17/12/2021,maths
2015,Nice examples of limits to infinity in real life,23/12/2021,maths
2016,How can I visualize differential equations and Integration in real life?,29/12/2021,maths
2017,Introducing direct substitution in an intro calculus course,29/12/2021,maths
2018,"Is it more efficacious, productive to jump to perusing full solutions  before and without attempting to solve problems?",01/01/2022,maths
2019,Is there a measurable learning goal related to understanding proofs of important theorems?,01/01/2022,maths
2020,"What do you think, is teaching on an actual board more efficient than using an online board pandemic?",03/01/2022,maths
2021,Questions to help better understand the textbook,03/01/2022,maths
2022,How to convince a high school student that the symbol denotes identity?,06/01/2022,maths
2023,"What books teach the formula for the of k-permutations of n objects, with x types, andthe number of each type of object?",08/01/2022,maths
2024,How can 17 y.o. high school students intuit that  stops at,10/01/2022,maths
2025,Should I upload slides before or after a class,10/01/2022,maths
2026,Should proofs include a third  context  column?,12/01/2022,maths
2027,Why is my 8th grade Algebra 1 tutoring student learning mean absolute deviation and standard deviation?,13/01/2022,maths
2028,"For 15 year olds, are there exercises with full solutions  on the Fence Post or Off by One error?",18/01/2022,maths
2029,Measures to quantify complexity of algebra equation,18/01/2022,maths
2030,"How do I sketch a good gaussian curve freehanded, or by using only common sketching tools?",19/01/2022,maths
2031,"How can students prognosticate to rewrite the same sum backwards, then add the same sum twice?",24/01/2022,maths
2032,"Good exercises that force you to apply the definition of the derivative, without explicitly telling you to do so?",25/01/2022,maths
2033,How to teach relationship between slopes and angles?,30/01/2022,maths
2034,Maximize retention,31/01/2022,maths
2035,A game that is between Noughts and Crosses and Sprouts for complexity?,02/02/2022,maths
2036,Do I really need to cover solids of revolution in my Calculus I class?,08/02/2022,maths
2037,what is a good student grouping in this situation?,08/02/2022,maths
2038,Seeking short algebraic proofs that an Algebra2 student can appreciate,09/02/2022,maths
2039,How and what to teach on a second year Engineering Mathematics?,15/02/2022,maths
2040,Are there science-backed effective teaching strategies?,15/02/2022,maths
2041,Which whiteboard/canvas app with custom background and color options,15/02/2022,maths
2042,What is the best way to introduce Laplace transforms on an Engineering Mathematics course?,16/02/2022,maths
2043,"Word problems written in past tense, present tense, or future tense",16/02/2022,maths
2044,What is the right feedback for incorrect cancellation?,17/02/2022,maths
2045,What to do with students who are often absent from class?,18/02/2022,maths
2046,Good Examples of Equations Derived from Elementary Calculus,18/02/2022,maths
2047,Proofs with Independent Parts,18/02/2022,maths
2048,Is applying maths a 'hard problem' and how does the profession help?,19/02/2022,maths
2049,What's the Deal with Inverse Cotangent?,20/02/2022,maths
2050,How to make student work in think-pair-share?,21/02/2022,maths
2051,"What is a good way to broach the subject of abstract algebra, to a student in Calc 1, or pre-calc?",21/02/2022,maths
2052,Why do we use functional composition in the order we do?,22/02/2022,maths
2053,Policy in mathematics teaching,23/02/2022,maths
2054,Ball rolling down curve simulator,23/02/2022,maths
2055,Should students in a first university linear algebra class be taught to write simple proofs?,24/02/2022,maths
2056,Tips for teaching mathematics with experiments?,26/02/2022,maths
2057,Category theory without categories and without theory,26/02/2022,maths
2058,How should I grade true-or-false questions if the student's writing is unclear?,01/03/2022,maths
2059,Should one teach to use equality or isomorphism in particular groups?,02/03/2022,maths
2060,Conferences dealing w/challenges of teaching higher level math to STEM audiences,08/03/2022,maths
2061,Concrete vectors spaces without an obvious basis or many  obvious  bases?,08/03/2022,maths
2062,Valid Reasons in Two-Column Geometry Proofs,09/03/2022,maths
2063,Visual aids for understanding group theory,11/03/2022,maths
2064,What should I do if students did very poorly in the mid-term exam?,13/03/2022,maths
2065,Should we use quizzes to replace homeworks?,14/03/2022,maths
2066,AP Calculus BC Guidance,15/03/2022,maths
2067,Middle school math games for the parking lot,16/03/2022,maths
2068,Resource for International Comparison of Math Education Logistics,16/03/2022,maths
2069,Is there a good Animation to explain Rotational Symmetry of Equilateral triangle,17/03/2022,maths
2070,Program for visualizing trajectories for a 2D system of linear differential equations,18/03/2022,maths
2071,Should an undergraduate math program contain a course on Lebesgue integration?,23/03/2022,maths
2072,What are examples of math-themed sci-fi appropriate for students?,24/03/2022,maths
2073,Creative problems in 2D vector geometry,25/03/2022,maths
2074,Long division layout in French-speaking Switzerland,01/04/2022,maths
2075,What kind of general advice for studying math we can offer undergraduate studens who do not major in math?,02/04/2022,maths
2076,What should be memorized in math and what should be reference table?,03/04/2022,maths
2077,Resources for Teaching Parameterization of Curves/Surfaces,10/04/2022,maths
2078,References for mathematical notation for foreign students in the U.S,14/04/2022,maths
2079,Finding an analogy to explain the function of a binary adder,20/04/2022,maths
2080,Student forgets to remove dx after integrating,21/04/2022,maths
2081,Real-world applications of taxicab metric,22/04/2022,maths
2082,"What term describes the relationship between tenth, hundredth, thousandth and the number ten?",23/04/2022,maths
2083,How can you elicit the error?,25/04/2022,maths
2084,Where can I find a collection of bad/misleading data visualizations?,25/04/2022,maths
2085,What are best practices for building a dedicated space for mathematics majors?,26/04/2022,maths
2086,What are some examples of great functions that are not too elementary (easy)?,26/04/2022,maths
2087,How well can students learn abstract concepts through concrete examples?,27/04/2022,maths
2088,Is it considered a mistake to use different correct notation for writing intervals?,01/05/2022,maths
2089,Equation of a straight line on two dimensional Cartesian plane,01/05/2022,maths
2090,Explaining why volume of cone is a third of cylinder,02/05/2022,maths
2091,Examples of relations that are not functions,03/05/2022,maths
2092,Is there anything one can do for students who have given up?,05/05/2022,maths
2093,Generating exercises about extrema of ,08/05/2022,maths
2094,Importance of exploring skills in mathematics,12/05/2022,maths
2095,How to create a platform for students asking questions quickly and privately?,18/05/2022,maths
2096,How can I improve my Retake Policy?,19/05/2022,maths
2097,Simple way to explain Sine theorem applications,22/05/2022,maths
2098,How to let students answer a Moodle Quiz by typing (or pasting) LaTeX code?,24/05/2022,maths
2099,What software can I use for remote math tutoring?,28/05/2022,maths
2100,Multivariable Calculus Project Ideas,01/06/2022,maths
2101,Motivating Students Through  Random Teaching ,07/06/2022,maths
2102,How do I teach the difference between Linear Equations and Equation of a Line,14/06/2022,maths
2103,"For students who don't have instant recall with basic arithmetic, should I be stubborn about training them to have instant recall before moving on?",16/06/2022,maths
2104,What is the MOST efficient paper/mental multiplication algorithm for integers?,16/06/2022,maths
2105,Explaining difference between improper integrals that converge and diverge,22/06/2022,maths
2106,Symmetry of mathematical expressions in problem solving,27/06/2022,maths
2107,Tangent line to a curve,28/06/2022,maths
2108,Importance of standardization of definitions of mathematical terms,06/07/2022,maths
2109,Reasoning outcomes of simplifications involving infinity,07/07/2022,maths
2110,What are the essential mathematics skills that uni based STEM math educators want high school to teach students?,09/07/2022,maths
2111,How to differentiate the two notions of convergence order?,11/07/2022,maths
2112,Skipping a calculus topic (squeeze theorem),21/07/2022,maths
2113,The Interleaving Effect: How widely is this used?,21/07/2022,maths
2114,Ideas for game-theoretic meta contest problems for HS students,27/07/2022,maths
2115,Do horizontal asymptote rules require function to be fully simplified?,29/07/2022,maths
2116,Looking for Venn Diagram Maker,03/08/2022,maths
2117,Is coefficient same as constant?,04/08/2022,maths
2118,"Educators, what resources have you built to better serve your students?",08/08/2022,maths
2119,What value is there in requiring students to declare the dimensions of an answer when it is already clear from context?,08/08/2022,maths
2120,Problem solving or question answering,08/08/2022,maths
2121,Policies and practices for supporting students in crisis,10/08/2022,maths
2122,Reduction of fractions,11/08/2022,maths
2123,Should/ how should I help students reframe their negative thoughts about their own mathematical abilities?,12/08/2022,maths
2124,Games suitable for high school level teaching,14/08/2022,maths
2125,Favorite linear programming (not integer) examples?,15/08/2022,maths
2126,math syllabus US education system 1-12th Grade,16/08/2022,maths
2127,Applications for logarithms in a business math course,17/08/2022,maths
2128,What are some rationales to teach Computer Science students Sequences and Series?,19/08/2022,maths
2129,Counting principles in combinatorics,21/08/2022,maths
2130,Fitch Style Deduction in Non-Logic Classes,22/08/2022,maths
2131,Can 5 - 3a be described as five minus three times a?,24/08/2022,maths
2132,video tutorials by students for classmates - concerns?,25/08/2022,maths
2133,The two paradigms of seeing a functions,25/08/2022,maths
2134,Calculus/analysis as basis for basic school topics,26/08/2022,maths
2135,Why is calculus important for pre-service Math basic school teachers?,26/08/2022,maths
2136,"Best natural language(s) for conveying, conceptualizing, teaching, understanding, and learning Probabilistic & Statistical concepts & theory?",26/08/2022,maths
2137,Workflow for class notes/slides and examples?,29/08/2022,maths
2138,Is there any way of explaining the Cayley Beltrami Klein metric to undergrads?,03/09/2022,maths
2139,When is the best time to return a graded assessment?,05/09/2022,maths
2140,What value is there in requiring students to answer word problems in complete sentences?,11/09/2022,maths
2141,Manipulative materials to teach functions,13/09/2022,maths
2142,Which books on geometry and topology are best for teaching an intro graduate course?,20/09/2022,maths
2143,Write as the composite of two functions,22/09/2022,maths
2144,Lowercase vs. uppercase letters for matrix entries,23/09/2022,maths
2145,"As a tutor, should I make students who did badly on timed, closed book past paper tests, do the exact same test again?",02/10/2022,maths
2146,Algorithm vs guidelines for choosing axes divisions when graphing data,06/10/2022,maths
2147,Online homework systems for ordinary differential equations,08/10/2022,maths
2148,Is there a easy-to-use program that can make a GIF / Video in which an equation is transformed?,15/10/2022,maths
2149,Why is a Calculus III student more likely to solve this problem?,16/10/2022,maths
2150,Should we require students to take notes in class?,18/10/2022,maths
2151,Does induction really avoid proving an infinite number of claims?,19/10/2022,maths
2152,Examples of random variables that are measurable with respect to a strict subset of P,20/10/2022,maths
2153,A computer program for learning addition and multiplication table,26/10/2022,maths
2154,Finite sum of infinite series,28/10/2022,maths
2155,How to keep your hands clean while using a blackboard?,31/10/2022,maths
2156,"What should I do when I, as a math tutor, use incorrect verbal notation?",04/11/2022,maths
2157,How can a teacher help a student who has internalized mistakes?,06/11/2022,maths
2158,What do you use to make your course materials?,06/11/2022,maths
2159,What is a good pacing for a Calculus 1 undergraduate course?,10/11/2022,maths
2160,Why is there variation in the meaning of  Standard form  for a quadratic?,11/11/2022,maths
2161,"Why must most adults slog at exercises to improve at Math, but not driving that AI still can't automate?",12/11/2022,maths
2162,Why can't students master math simply by passive reading?,13/11/2022,maths
2163,Help needed to find 7th & 8th grade completed math samples,13/11/2022,maths
2164,What do you do in order to drag out lectures?,14/11/2022,maths
2165,Encouraging students to see value in things that can't be measured,22/11/2022,maths
2166,How to explain the concept  Without loss of generality  (through examples)?,22/11/2022,maths
2167,Potential topics for a university level mathematical thinking module,23/11/2022,maths
2168,Is this motivation for the concept of a limit a good one?,24/11/2022,maths
2169,Online math quiz: students make short video explaining solution,27/11/2022,maths
2170,Point Deductions - Exams and Quizzes,28/11/2022,maths
2171,"When dealing with sequences, should we teach students to start at 0 or 1?",28/11/2022,maths
2172,Quality of a solution in mathematics,01/12/2022,maths
2173,How to teach the concept of probability distribution?,06/12/2022,maths
2174,English version of the French baccalaureate course (for a Ukrainian refugee)?,07/12/2022,maths
2175,Suggestions for Virtual Blackboard?,08/12/2022,maths
2176,Suggestion for IB program Analysis and Approaches SL book?,10/12/2022,maths
2177,How to explain to a 16 year old student who is weak at maths,12/12/2022,maths
2178,"Problem set recommendations for a student who has taken classes through Calc III, but has very weak fundamentals",19/12/2022,maths
2179,Math curricula\programs or any experience using  The Road to Reality  as the\a primary textbook,26/12/2022,maths
2180,Students confusing  object types  in introductory proofs class,02/01/2023,maths
2181,What is the maximum value of the sum of the digits of the sum of the digits of a three-digit number?,04/01/2023,maths
2182,How to introduce the use of Greek letters in high school?,07/01/2023,maths
2183,Proof by Contradiction vs. Proof of Negation,08/01/2023,maths
2184,Is patching up a student's poor solution better than providing a good solution?,11/01/2023,maths
2185,Should one include the unit in the variable?,12/01/2023,maths
2186,Which are the most used Greek letters in math textbooks?,13/01/2023,maths
2187,Example of a phenomenon from real life where there is a limit going to infinity,20/01/2023,maths
2188,Best Free Direction Field Plotter?,24/01/2023,maths
2189,Introduction of group action as morphism of groups,25/01/2023,maths
2190,Common mistakes in probability,25/01/2023,maths
2191,"When teaching online, how does the teacher teach visual concepts?",25/01/2023,maths
2192, Lies to children  in mathematics and statistics education,26/01/2023,maths
2193,Should math for elementary teachers content be taught under the direction of the math department?,27/01/2023,maths
2194,What is the justification to teach the (redundant) use of parentheses in multiplications?,28/01/2023,maths
2195,Research into how students read algebraic expressions,29/01/2023,maths
2196,"Are there examples of central symmetry, without axial symmetry, in nature?",30/01/2023,maths
2197,How to teach using brackets in sums?,02/02/2023,maths
2198,Teaching math too soon in middle school and high school,10/02/2023,maths
2199,"What implication arrows, if any, should I require in teaching?",12/02/2023,maths
2200,Law of large numbers as a middle school topic?,14/02/2023,maths
2201,f(x+h) in the difference quotient,15/02/2023,maths
2202,"Word for an object being extended: Given F, a function that extends F is called an extension and F is called the extension __?",15/02/2023,maths
2203,How to formalize high-school (Euclidean) geometry?,18/02/2023,maths
2204,Composite functions,18/02/2023,maths
2205,Elementary Teacher Math specialist/ Basic Math Minor,20/02/2023,maths
2206,Applications of Triangle Inequality for high-school students?,21/02/2023,maths
2207,Lateral thinking in mathematics,23/02/2023,maths
2208,Definite integrals with equal limits,25/02/2023,maths
2209,Difference between the Cambridge IGCSE 0580 and 0607 mathematics courses,25/02/2023,maths
2210,Online platforms for teachers to discuss matters related to mathematics,26/02/2023,maths
2211,Is there ADA-compliance certification for mathematics text books?,03/03/2023,maths
2212,How do/should administrators estimate the cost of producing an online introductory mathematics class?,04/03/2023,maths
2213,Is there a fair way to increase the grade of students who did not do well in exams?,09/03/2023,maths
2214,Pi Day is approaching: What are some interesting math questions whose answer is exactly pi,10/03/2023,maths
2215,What to cover on a first ordinary differential equations module?,13/03/2023,maths
2216,What should I call the  important  values of x?,16/03/2023,maths
2217,Homework in a Flipped Classroom,16/03/2023,maths
2218,"When writing log, do you indicate the base, even when 10?",16/03/2023,maths
2219,Geometrical approaches in algebra,17/03/2023,maths
2220,How do you describe your experience using OER textbooks for calculus?,19/03/2023,maths
2221,Mathematical induction without simplifying equations or inequalities,19/03/2023,maths
2222,Multiple proofs for the same problem,20/03/2023,maths
2223,How to give exercises when students can use ChatGPT,21/03/2023,maths
2224,Questions to test highest level of competency,24/03/2023,maths
2225,Impact of GPT4 and future AI development on math curricula in schools,24/03/2023,maths
2226,Teaching Clifford Algebra Instead of Imaginary/Complex Numbers,25/03/2023,maths
2227,How to teach that is wrong?,26/03/2023,maths
2228,Parentheses around negative numbers,28/03/2023,maths
2229,What is an example of something you might see outside of math class and how would you model that thing as a set?,29/03/2023,maths
2230,Best category theory textbook for undergraduate students,31/03/2023,maths
2231,Interpreting the derivative as instantaneous rate of change in real phenomena,31/03/2023,maths
2232,A better example of a logical implication,02/04/2023,maths
2233,Seeking Advice on Allowing Students to Skip a Quiz in Linear Algebra Course,06/04/2023,maths
2234,What is the best didactical way to read decimal numbers?,11/04/2023,maths
2235,Triples or triplets in Pythagoras theorem,12/04/2023,maths
2236,Resources for teaching decimal numbers,15/04/2023,maths
2237,Process of finding limits for multivariable functions,16/04/2023,maths
2238,Comparison of texbook for  how to write proofs ,19/04/2023,maths
2239,Simple examples of how a good notation or diagram can help to solve math problems,19/04/2023,maths
2240,simpson paradox in classroom: reports?,20/04/2023,maths
2241,What are  must read /classical refences on data aggregation/disaggregation in statistics?,20/04/2023,maths
2242,Do any middle-school texts indicate that irrationality requires proof?,20/04/2023,maths
2243,Discrete Probability Modeling with Desmos or Spreadsheets,20/04/2023,maths
2244,Any online resources explaining why rearrangement of terms occurs in a particular order,21/04/2023,maths
2245,What is the terminology for integers with the same oddness or evenness?,23/04/2023,maths
2246,Differentiation in integer solutions,23/04/2023,maths
2247,Are Error-Analysis Lessons Effective?,23/04/2023,maths
2248,Why don t we teach a topological view of continuity instead of epsilon-delta?,24/04/2023,maths
2249,Importance of etymological approach to terminology,02/05/2023,maths
2250,congruency: how widely used?,05/05/2023,maths
2251,What is the origin of  Core Assessment  for freshman university classes?,05/05/2023,maths
2252,Assigning essays in take home exams,08/05/2023,maths
2253,Are there any fun toy applications of representation and character theory for finite groups to physics?,10/05/2023,maths
2254,Why do we teach linear algebra in precalculus classes?,11/05/2023,maths
2255,Good analogies for teaching error correcting codes,11/05/2023,maths
2256, Induction on  vs  Induction with respect to  in math,13/05/2023,maths
2257,Is it harmful to use the word  Cancel ?,16/05/2023,maths
2258,Adjusting a Bonus Points System to More Equitably Benefit Struggling Students,17/05/2023,maths
2259,Infinite descent method,17/05/2023,maths
2260,Joint Teaching of a First Year Engineering Maths Class,19/05/2023,maths
2261,Are these explanations of variance and covariance intuitive?,20/05/2023,maths
2262,Studies on the effects of using online platforms in teaching mathematics on students' beliefs about mathematics,21/05/2023,maths
2263,Topics covered in Calculus I and II (university level) that aren't covered in the AP Curriculum,22/05/2023,maths
2264,Programming and computation-focused textbook for introductory linear algebra,23/05/2023,maths
2265,Activities that encourage students to create or evaluate mathematical notations,23/05/2023,maths
2266,Partitioning objects in combinatorics,24/05/2023,maths
2267,What evidence is there in the literature that lessons geared towards dyslexic student help non-dyslexic students?,25/05/2023,maths
2268,Demarcated  Proof Idea ,27/05/2023,maths
2269,Any meaning/interpretation for the sum of reciprocals of factorials,02/06/2023,maths
2270,Whole numbers as sets vs abstracted properties of sets,12/06/2023,maths
2271,How can we best motivate the study of polynomials to high-school students?,15/06/2023,maths
2272,How to teach pure mathematics to a well-educated adult who did badly in maths at school,19/06/2023,maths
2273,how to read binary numbers?,23/06/2023,maths
2274,What is the dimension,24/06/2023,maths
2275,Where to distribute free math ed materials for informal settings?,29/06/2023,maths
2276,Is it better to teach category theory in the background of type theory than set theory?,04/07/2023,maths
2277,Pythagoras and Trigonometry sequencing,06/07/2023,maths
2278,do you know a mind-boggling/curious historical facts that will inspire and attract young people?,08/07/2023,maths
2279,How to explain that integral calculate areas?,13/07/2023,maths
2280,Sources on inequity in precalculus sequence,14/07/2023,maths
2281,"Are there differences between graphs, diagrams and charts?",15/07/2023,maths
2282,What's it called when multiple concepts are combined into a single problem?,16/07/2023,maths
2283,What mathematical topics are important for succeeding in an undergrad PDE course?,29/07/2023,maths
2284,A Question about Answer Keys,30/07/2023,maths
2285,"If a student earns a non-ABET accredited engineering degree, when can they take the FE or PE exam?",31/07/2023,maths
2286,Models for spherical geometry,31/07/2023,maths
2287,Limitations of applying the factor theorem,11/08/2023,maths
2288,How to explain square meters?,11/08/2023,maths
2289,Course materials for developing a mathematical theory from  natural questions to ask ,14/08/2023,maths
2290,Is there a preferred way to format a negative exponent?,19/08/2023,maths
2291,highschool's mathematics journal which citable in Google Scholar,20/08/2023,maths
2292,"Scepticism as the cornerstone for not making mistakes in arithmetic/algebra etc, especially for students who relentlessly make every possible error",21/08/2023,maths
2293,How to convince a student without calculus that great circles are geodesics in a sphere?,23/08/2023,maths
2294,"In math exams, how rigorous should the questions be?",24/08/2023,maths
2295,Geometric line: constructing fractions,25/08/2023,maths
2296,How to properly define volume for beginner calculus students?,27/08/2023,maths
2297,Is it correct to state that a cone has no faces?,27/08/2023,maths
2298,Correcting how a student writes symbols,28/08/2023,maths
2299,What is important to keep in mind in grading proof-based courses?,29/08/2023,maths
2300,What are some good books on mathematical pedagogy?,01/09/2023,maths
2301,Recommended online software for Euler method/ODEs,01/09/2023,maths
2302,Remote Teaching by Video Conferencing,02/09/2023,maths
2303,Why are negative numbers introduced before quotients in the real number subsets?,03/09/2023,maths
2304,Looking for web app resources for symbolic Gaussian elimination,11/09/2023,maths
2305,Explaining Sigma-Notation,12/09/2023,maths
2306,Utillizing Lakatos'  Proofs and Refutations  in Secondary Education,12/09/2023,maths
2307,Graphing lines by finding integer points,12/09/2023,maths
2308,Is for all real an abuse of language in math?,13/09/2023,maths
2309,The key didactical ideas on mathematical modelling?,15/09/2023,maths
2310,Does the  Middle School Mathematics domains  refer to (I) through (V) topics?,19/09/2023,maths
2311,Naming the procedure of converting the place values of digits,19/09/2023,maths
2312,What benefit is there to obfuscate the geometry with algebra?,23/09/2023,maths
2313,Geometrical verifications for Algebraic formulae,27/09/2023,maths
2314,What can be considered as common knowledge in an online Mathematics course?,27/09/2023,maths
2315,Is there a resource for learning to read mathematical notation/equations/formulae?,28/09/2023,maths
2316,"Plainly by eye, how can 16 year olds visually distinguish variables",01/10/2023,maths
2317,Antiderivative of  with or without absolute value?,02/10/2023,maths
2318,Sourcing and verifying calculus applications,02/10/2023,maths
2319,Does there exist a (statistical) topology induced by students on the space of algebraic formulas? :),02/10/2023,maths
2320,Is there a way to extend the analogy that fractions means  x out of y  to show that fractions are also dividing?,03/10/2023,maths
2321,What are some common errors and misconceptions about the Pythagorean Theorem?,04/10/2023,maths
2322,What would be a good pacing for teaching this calculus 2 course?,06/10/2023,maths
2323,Students can't seem to grasp the intent of tangent lines and getting general trends of derivatives from graphs,06/10/2023,maths
2324,How should an educator answer a student who asks  Can this theorem be deduced in other systems of set theory? ,09/10/2023,maths
2325,What can I do when advanced undergraduate and/or early graduate STEM students cannot perform correct math manipulations?,09/10/2023,maths
2326, Real life  examples of limits of functions at finite points,10/10/2023,maths
2327,"How to explain why we can t factor for all natural numbers n, to 13 year olds?",15/10/2023,maths
2328,How to motivate to 13 year olds?,15/10/2023,maths
2329,"To 17 year olds, how can I explain that two numbers with arbitrarily small difference are equal?",15/10/2023,maths
2330,When is it appropriate to warn about the difficulty of a subject?,16/10/2023,maths
2331,Is this a viable Calculus 1 question?,17/10/2023,maths
2332,Natural origins or learned habit: Why do students skip concepts before applications?,18/10/2023,maths
